ID,Protein,Conc_Level,Buffer,Pred_Viscosity_100,Pred_Viscosity_1000,Pred_Viscosity_10000,Pred_Viscosity_100000,Pred_Viscosity_15000000,Model_source_NaCl,Conc_in_range_NaCl,Model_source_Sucrose,Conc_in_range_Sucrose,Warnings,Model_source_tween_20,Conc_in_range_tween_20,Model_source_tween_80,Conc_in_range_tween_80,Model_source_Trehalose,Conc_in_range_Trehalose,Model_source_Arginine,Conc_in_range_Arginine,Model_source_Proline,Conc_in_range_Proline,Model_source_Lysine,Conc_in_range_Lysine
F228,Pembrolizumab,Low,Acetate_20mM,2.516211007409935,2.2292776582167404,1.9750652000195,1.7498418805147955,1.3445427670257886,,,global_average,True,"No model for ingredient='tween-80', protein='Pembrolizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F229,Pembrolizumab,Medium,Acetate_20mM,2.978494241014803,2.402761828864262,1.9383168917909326,1.5636468343417806,0.9798049618605368,class_inferred,True,,,,,,,,,,,,,,,
F230,Pembrolizumab,Low,Acetate_20mM,2.4465519816214107,2.181806807341686,1.9457104329937114,1.7351646104421588,1.3524078823185297,,,global_average,True,"No model for ingredient='tween-80', protein='Pembrolizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F231,Adalimumab,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F232,Adalimumab,Low,PBS_10mM,2.189476851773403,2.0199350981472244,1.863523179418339,1.7192241168914333,1.4426625496204273,global_average,True,global_average,True,,,,,,,,,,,,,
F233,Adalimumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,"No model for ingredient='tween-80', protein='Adalimumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F234,Adalimumab,Low,PBS_10mM,2.251816350638243,2.0638840112676604,1.8916379943730055,1.7337665508064355,1.434272545813416,global_average,True,global_average,True,"No model for ingredient='tween-80', protein='Adalimumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F235,Adalimumab,Low,PBS_10mM,1.847275705686784,1.7417147500905519,1.642189268346451,1.5483529969327503,1.362280456359914,global_average,True,global_average,True,"No model for ingredient='tween-80', protein='Adalimumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F236,BSA,High,Histidine_15mM,60.80065395774256,51.33330784386449,43.34013407198548,36.591587417100115,25.31739153847943,,,,,,,,,,,,,,,,,
F237,BSA,High,Acetate_20mM,23.08195128433876,19.115097611457454,15.829985610595394,13.109451467381275,8.697037653463518,,,,,,,,,,,,,,,,,
F238,BSA,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F239,BSA,Medium,Histidine_15mM,3.8971813393969152,3.5406305668957128,3.2167004097315623,2.9224064274627755,2.3717171369723418,,,,,,,,,,,,,,,,,
F240,BSA,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F241,BSA,High,Acetate_20mM,23.08195128433876,19.115097611457454,15.829985610595394,13.109451467381275,8.697037653463518,,,,,,,,,,,,,,,,,
F242,BSA,High,Histidine_15mM,38.401065,34.57263699999999,31.125887000000002,28.02276300000001,22.297581,global_average,True,,,,,,,,,,,,,,,
F243,BSA,High,Histidine_30mM,4.652139473659126,4.150149357983606,3.7023265942679187,3.3028262426881154,2.576176042839456,,,,,,,,,,,,,,,,,
F244,BSA,High,Acetate_20mM,5.204998000000001,4.53547,3.9520640000000005,3.4437020000000005,2.5521080000000005,direct,True,,,,,,,,,,,,,,,
F245,BSA,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F246,BSA,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F247,BSA,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F248,BSA,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F249,BSA,Low,Acetate_20mM,1.187670912857387,1.1350137436246461,1.0846912088782668,1.0365997991006597,0.9391890121366491,,,,,,,,,,,,,,,,,
F250,BSA,Low,Acetate_20mM,1.187670912857387,1.1350137436246461,1.0846912088782668,1.0365997991006597,0.9391890121366491,,,,,,,,,,,,,,,,,
F251,BSA,Low,Acetate_20mM,1.187670912857387,1.1350137436246461,1.0846912088782668,1.0365997991006597,0.9391890121366491,,,,,,,,,,,,,,,,,
F252,BSA,Low,Acetate_20mM,1.187670912857387,1.1350137436246461,1.0846912088782668,1.0365997991006597,0.9391890121366491,,,,,,,,,,,,,,,,,
F253,BSA,Low,Histidine_15mM,1.1410317299036248,1.0912712695982556,1.0436808658696755,0.998165882423976,0.9058634025673097,,,,,,,,,,,,,,,,,
F254,BSA,Low,Histidine_15mM,1.1410317299036248,1.0912712695982556,1.0436808658696755,0.998165882423976,0.9058634025673097,,,,,,,,,,,,,,,,,
F255,BSA,Low,Histidine_15mM,1.1410317299036248,1.0912712695982556,1.0436808658696755,0.998165882423976,0.9058634025673097,,,,,,,,,,,,,,,,,
F256,BSA,Low,Histidine_30mM,1.2918333363610355,1.2284302080025453,1.1681389026420335,1.1108066921315132,0.9955838361057882,,,,,,,,,,,,,,,,,
F257,BSA,Low,Histidine_15mM,1.1410317299036248,1.0912712695982556,1.0436808658696755,0.998165882423976,0.9058634025673097,,,,,,,,,,,,,,,,,
F258,BSA,Low,Histidine_30mM,1.2918333363610355,1.2284302080025453,1.1681389026420335,1.1108066921315132,0.9955838361057882,,,,,,,,,,,,,,,,,
F259,poly-hIgG,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F260,poly-hIgG,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F261,Ibalizumab,High,Histidine_15mM,39.8506068413548,30.109596751389684,22.749661508052338,17.188775492553585,9.340053206004068,,,,,,,,,,,,,,,,,
F262,Ibalizumab,High,Acetate_20mM,27.816150872138827,21.954271631313773,17.327704507969113,13.676124107312313,8.171630595943842,,,,,,,,,,,,,,,,,
F263,Ibalizumab,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F264,Ibalizumab,High,Histidine_15mM,4.462509999999999,3.6489229999999995,2.983666999999999,2.439697,1.5743960000000001,,,class_inferred,True,,,,,,,,,,,,,
F265,Ibalizumab,High,Acetate_20mM,27.816150872138827,21.954271631313773,17.327704507969113,13.676124107312313,8.171630595943842,,,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='High'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F266,Ibalizumab,High,PBS_10mM,5.090241999714017,4.684256790183243,4.310667199247409,3.966886467595911,3.3106212766129426,global_average,True,,,,,,,,global_average,True,,,,,,
F267,Ibalizumab,High,Histidine_15mM,7.992511999999999,6.998669,6.128407000000001,5.366359,4.019659,,,class_inferred,True,,,,,,,,,,,,,
F268,Ibalizumab,High,PBS_10mM,3.063750589776557,2.6216564215252105,2.243355618908209,1.919642753190858,1.367563466004281,global_average,True,global_average,True,,,,,,,,,,,,,
F269,Ibalizumab,High,Acetate_20mM,27.816150872138827,21.954271631313773,17.327704507969113,13.676124107312313,8.171630595943842,,,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='High'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F270,Ibalizumab,High,Histidine_15mM,3.936340999999999,3.6928620000000008,3.464443,3.250153,2.828536,,,,,,,,,,class_inferred,True,,,,,,
F271,Ibalizumab,Medium,Acetate_20mM,3.3457595887627893,3.0075976117962195,2.703614277864854,2.4303550896588346,1.9273966876486623,,,,,,,,,,,,,,,,,
F272,Ibalizumab,Medium,Acetate_20mM,3.3512240000000006,3.008347,2.700552,2.424248,1.916778,,,global_average,False,"Ingredient 'Sucrose' conc 0.75 outside trained range [0.0, 0.6]. Extrapolating (extrapolate=True).; No model for ingredient='tween-80', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F273,Ibalizumab,Medium,Acetate_20mM,2.5622046858715595,2.4931097098075674,2.425876602348991,2.360457064209371,2.2241308197895786,,,,,,,,,,class_inferred,True,,,,,,
F274,Ibalizumab,Medium,Acetate_20mM,3.3457595887627893,3.0075976117962195,2.703614277864854,2.4303550896588346,1.9273966876486623,,,,,"No model for ingredient='tween-20', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F275,Ibalizumab,Medium,Acetate_20mM,3.0240080297749086,2.8012002314035147,2.5948116069476765,2.403631579692961,2.0348893335204337,,,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,class_inferred,True,,,,,,
F276,Ibalizumab,Medium,Acetate_20mM,2.9716244503701734,2.535215505161336,2.162897500904565,1.84525685878669,1.30602666210857,class_inferred,True,,,,,,,,,,,,,,,
F277,Ibalizumab,Medium,Acetate_20mM,2.5622046858715595,2.4931097098075674,2.425876602348991,2.360457064209371,2.2241308197895786,,,,,,,,,,class_inferred,True,,,,,,
F278,Ibalizumab,Low,Acetate_20mM,0.9402722183760854,0.9121213145285387,0.8848132234026126,0.8583227119440658,0.8033855642179301,,,,,,,,,,,,,,,,,
F279,Ibalizumab,Low,Acetate_20mM,1.3236970084824258,1.230846606054697,1.1445094495685664,1.064228851898796,0.9084600879442304,,,global_average,True,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F280,Ibalizumab,Low,Acetate_20mM,0.664054,0.671046,0.678111,0.685251,0.701048,,,,,,,,,,global_average,True,,,,,,
F281,Ibalizumab,Medium,Histidine_15mM,2.41967401908674,2.2324874308237606,2.059781783297757,1.900438996376758,1.5950075220748818,,,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,global_average,True,,,,,,
F282,Ibalizumab,Medium,Histidine_15mM,2.10448,1.857549,1.639592,1.44721,1.103006,,,class_inferred,True,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F283,Ibalizumab,Medium,Histidine_15mM,2.10448,1.857549,1.639592,1.44721,1.103006,,,class_inferred,True,,,,,,,,,,,,,
F284,Ibalizumab,Medium,Histidine_15mM,2.882738155277575,2.5965051980619145,2.338692895579127,2.10647930299343,1.6777522725307332,,,,,,,,,,,,,,,,,
F285,Ibalizumab,Low,Histidine_15mM,2.1384011635458124,1.975805463717173,1.8255729079297232,1.6867634508394338,1.4200914993935136,,,,,"No model for ingredient='tween-20', protein='Ibalizumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F286,Ibalizumab,Low,Histidine_15mM,1.6142375,1.543054625,1.4750276249999998,1.410015375,1.27832325,,,class_inferred,True,,,,,,,,,,,,,
F287,Ibalizumab,Low,Histidine_15mM,2.31939,2.037342,1.789591,1.571969,1.185518,class_inferred,True,,,,,,,,,,,,,,,
F288,Ibalizumab,Low,Histidine_15mM,2.1384011635458124,1.975805463717173,1.8255729079297232,1.6867634508394338,1.4200914993935136,,,,,,,,,,,,,,,,,
F289,Ibalizumab,Medium,PBS_10mM,3.984907350442481,3.520868501373711,3.110883913866168,2.748654093916933,2.0995864708672873,global_average,True,global_average,True,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F290,Ibalizumab,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F291,Ibalizumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,"No model for ingredient='tween-80', protein='Ibalizumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F292,Ibalizumab,Low,PBS_10mM,1.0983861422788388,1.1012491074650141,1.1041198308094264,1.106998012595985,1.1132865148490378,global_average,True,,,"Ingredient 'Trehalose' conc 0.5 outside trained range [0.0, 0.25]. Extrapolating (extrapolate=True).; No model for ingredient='tween-80', protein='Ibalizumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,global_average,False,,,,,,
F293,Ibalizumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,,,,,,,,,,,,,
F294,Ibalizumab,Low,PBS_10mM,1.555272,1.496882,1.440685,1.386597,1.275811,global_average,True,,,"No model for ingredient='tween-20', protein='Ibalizumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F295,poly-hIgG,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F296,poly-hIgG,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F297,poly-hIgG,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F298,poly-hIgG,Medium,PBS_10mM,4.4284899556108686,3.856669095145265,3.3586972521298835,2.925035409981246,2.1651353558074558,global_average,True,global_average,True,,,,,,,,,,,,,
F299,poly-hIgG,Medium,PBS_10mM,4.4284899556108686,3.856669095145265,3.3586972521298835,2.925035409981246,2.1651353558074558,global_average,True,global_average,True,,,,,,,,,,,,,
F300,poly-hIgG,Medium,PBS_10mM,4.4284899556108686,3.856669095145265,3.3586972521298835,2.925035409981246,2.1651353558074558,global_average,True,global_average,True,,,,,,,,,,,,,
F301,poly-hIgG,Medium,PBS_10mM,3.984907350442481,3.520868501373711,3.110883913866168,2.748654093916933,2.0995864708672873,global_average,True,global_average,True,,,,,,,,,,,,,
F302,poly-hIgG,Medium,PBS_10mM,3.984907350442481,3.520868501373711,3.110883913866168,2.748654093916933,2.0995864708672873,global_average,True,global_average,True,,,,,,,,,,,,,
F303,poly-hIgG,Medium,PBS_10mM,3.984907350442481,3.520868501373711,3.110883913866168,2.748654093916933,2.0995864708672873,global_average,True,global_average,True,,,,,,,,,,,,,
F304,Trastuzumab,High,Acetate_20mM,8.05291727661154,5.550578355833357,3.825808589109128,2.6369885122184944,1.173327498339557,,,,,,,,,,,,,,,,,
F305,Trastuzumab,High,Histidine_15mM,5.56904233242297,4.664257506458579,3.9064702309579933,3.2717982753374644,2.2244971023891846,,,,,,,,,,,,,,,,,
F306,Trastuzumab,Medium,Histidine_15mM,9.022624,6.779337750000001,5.093819,3.8273795000000006,2.0547702500000002,,,class_inferred,True,"No model for ingredient='tween-80', protein='Trastuzumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F307,Trastuzumab,Low,Histidine_15mM,3.3026518648729835,2.7839202932602034,2.34666338334272,1.9780843036538753,1.3638473645167368,,,,,"No model for ingredient='tween-80', protein='Trastuzumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F308,Trastuzumab,Low,Histidine_15mM,2.230269,1.961357,1.724869,1.516895,1.146907,,,class_inferred,True,,,,,,,,,,,,,
F309,Trastuzumab,Medium,Acetate_20mM,5.283646,4.520918,3.868295,3.309882,2.3576305,,,global_average,True,"Protein_conc 90.0 mg/mL for 'Trastuzumab' falls outside all observed bins; assigned to closest bin 'Medium'.; No model for ingredient='tween-80', protein='Trastuzumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F310,Trastuzumab,Low,Acetate_20mM,2.939462,2.597096,2.294605,2.027347,1.548453,,,class_inferred,True,,,,,,,,,,,,,
F311,Trastuzumab,Medium,Acetate_20mM,4.087466904132132,3.628626343946988,3.221293151187419,2.8596853415884733,2.2069282709125377,,,,,"No model for ingredient='tween-80', protein='Trastuzumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F312,Trastuzumab,Low,Acetate_20mM,2.759015,2.446836,2.1699788,1.924448,1.4819196000000001,,,class_inferred,True,"No model for ingredient='tween-80', protein='Trastuzumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F313,Trastuzumab,Medium,Histidine_15mM,5.107676416508314,4.221602864677512,3.4892442852197596,2.8839343898987964,1.9051208434150184,,,,,,,,,,,,,,,,,
F314,Trastuzumab,Medium,Histidine_25mM,3.6567036542565674,3.0850539684169602,2.6027698408008444,2.1958808220326276,1.5168913555526964,,,,,,,,,,,,,,,,,
F315,Trastuzumab,Medium,Histidine_25mM,3.498755120314071,2.9927188001652354,2.5598735200528653,2.189632919969499,1.5585835598609479,,,,,,,,,,,,global_average,True,,,,
F316,Trastuzumab,Medium,Histidine_25mM,3.5062906004880303,3.084485800681595,2.713424800821059,2.387002560916756,1.8060140410127148,,,,,,,,,,,,global_average,True,,,,
F317,Trastuzumab,Medium,Histidine_40mM,2.638454795290133,2.393098958705388,2.17055931235959,1.9687141274841622,1.5919899633659267,,,,,,,,,,,,,,,,,
F318,Trastuzumab,Medium,Histidine_25mM,3.5589996004602624,3.0727197003447295,2.6528819002521895,2.2904086001785267,1.6636717000676728,,,,,,,,,,,,,,global_average,True,,
F319,Trastuzumab,Medium,Histidine_25mM,4.393172691877041,3.6373847767874525,3.0116226276593543,2.493515000324535,1.6534765988287412,,,global_average,True,,,,,,,,global_average,True,,,,
F320,poly-hIgG,Low,Histidine_15mM,1.8847169274398197,1.801528475724055,1.722011831905865,1.6460049281385882,1.4920001335891095,,,,,,,,,,,,,,,,,
F321,poly-hIgG,High,Histidine_15mM,10.419022093808922,8.441409309253642,6.839163069698815,5.541035836593939,3.5048553986197395,,,,,,,,,,,,,,,,,
F322,poly-hIgG,Low,Acetate_20mM,1.6658924724192719,1.5916257831322438,1.5206699564782917,1.4528773918106075,1.3156164717744905,,,,,,,,,,,,,,,,,
F323,poly-hIgG,High,Acetate_20mM,17.17979165103362,13.587009923421347,10.745580761920548,8.49837503334075,5.100411894087652,,,,,,,,,,,,,,,,,
F324,poly-hIgG,Low,Histidine_15mM,1.5425870000000002,1.4954844999999999,1.4498215,1.4055529999999998,1.31384,,,,,,,,,,,,direct,True,,,,
F325,poly-hIgG,Low,Histidine_15mM,1.9606004111746866,1.850571753141182,1.7467203500272506,1.6486996343044966,1.453995937402137,,,global_average,True,,,,,,,,direct,True,,,,
F326,poly-hIgG,Low,Histidine_15mM,1.732507,1.64436,1.560698,1.481292,1.322182,,,,,,,,,,,,direct,True,,,,
F327,poly-hIgG,Low,Histidine_15mM,2.1929375,2.05253,1.9211144999999998,1.7981155,1.556998,,,,,,,,,,,,,,direct,True,,
F328,poly-hIgG,Low,Histidine_15mM,3.4086897056391705,3.0063098799031,2.6514303557251004,2.338441750784916,1.7791539516271166,,,global_average,True,,,,,,,,,,direct,True,,
F329,poly-hIgG,Low,Histidine_15mM,1.580535,1.563909,1.547458,1.531179,1.496345,,,,,,,,,,,,,,direct,True,,
F330,poly-hIgG,Low,Histidine_15mM,1.4552334999999998,1.424715,1.3948369999999999,1.3655855,1.3040340000000001,,,,,,,,,,,,direct,True,,,,
F331,poly-hIgG,Low,Histidine_15mM,2.2916055,2.1262239999999997,1.972778,1.830406,1.5550985000000002,,,,,,,,,,,,,,direct,True,,
F332,poly-hIgG,Low,Acetate_20mM,1.851402,1.834982,1.818707,1.802577,1.767968,,,,,,,,,,,,direct,True,,,,
F333,poly-hIgG,High,Histidine_15mM,9.4567075,8.147516,7.019662000000001,6.0480145,4.3735289999999996,,,,,,,,,,,,direct,True,,,,
F334,poly-hIgG,High,Histidine_15mM,7.928384000000002,7.319545,6.757479500000001,6.238593,5.243059,,,,,,,,,,,,direct,True,,,,
F335,poly-hIgG,High,Histidine_15mM,6.178848,5.763460000000001,5.375996999999999,5.014583,4.309869,,,,,,,,,,,,direct,True,,,,
F336,poly-hIgG,High,Histidine_15mM,10.690276,8.958371,7.507068,6.2909005,4.282382500000001,,,,,,,,,,,,,,direct,True,,
F337,poly-hIgG,High,Histidine_15mM,10.9847675,9.511675499999999,8.236136000000002,7.131655000000001,5.21331,,,,,,,,,,,,,,direct,True,,
F338,poly-hIgG,High,Histidine_15mM,10.097987999999999,8.850846,7.757730999999999,6.799621000000001,5.103914,,,,,,,,,,,,,,direct,True,,
F339,poly-hIgG,Medium,Histidine_25mM,3.898912762876877,3.6010198725815297,3.3258872181482024,3.071775824417127,2.5838970136268515,,,,,,,,,,,,,,,,,
F340,poly-hIgG,Medium,Histidine_25mM,3.4193260002410204,3.275671625293451,3.138053000341055,3.006216625384125,2.7381528754638316,,,,,,,,,,,,direct,True,,,,
F341,poly-hIgG,Medium,Histidine_25mM,3.3619172491115314,3.219458249159306,3.0830349992045942,2.9523924992475927,2.686917249333636,,,,,,,,,,,,direct,True,,,,
F342,poly-hIgG,Medium,Histidine_25mM,3.2363553757790493,3.1028326257173813,2.97481800065949,2.852085750605134,2.6022243754982495,,,,,,,,,,,,direct,True,,,,
F343,poly-hIgG,Medium,Histidine_25mM,3.0503375,2.9324250000000007,2.8190705,2.710099,2.4873035,,,,,,,,,,,,direct,True,,,,
F344,poly-hIgG,Medium,Histidine_25mM,2.5432542528613813,2.469649252616071,2.3981762523824615,2.328772752160064,2.1846085017127823,,,,,,,,,,,,direct,True,,,,
F345,poly-hIgG,Medium,Histidine_25mM,1.948404,1.922998,1.897923,1.873175,1.820431,,,,,,,,,,,,direct,True,,,,
F346,poly-hIgG,Medium,Histidine_50mM,3.2188827934253057,3.091506495763251,2.9691706802334545,2.8516758869631453,2.6118149481201063,,,,,,,,,,,,,,,,,
F347,poly-hIgG,Low,Histidine_15mM,1.547771,1.485017,1.424808,1.3670415,1.2493055,,,,,,,,,,,,,,,,direct,True
F348,poly-hIgG,Low,Histidine_15mM,1.3637709999999998,1.3375750000000002,1.311883,1.286685,1.2335145,,,,,,,,,,,,,,,,direct,True
F349,poly-hIgG,Low,Histidine_15mM,1.469093,1.475778,1.482493,1.489238,1.504023,,,,,,,,,,,,,,,,direct,True
F350,poly-hIgG,High,Histidine_15mM,7.2220815,6.102384499999999,5.156324,4.356968,3.0199694999999998,,,,,,,,,,,,,,,,direct,True
F351,poly-hIgG,High,Histidine_15mM,5.0913485000000005,4.5891075,4.1364295,3.7284215000000005,2.9743269999999997,,,,,,,,,,,,,,,,direct,True
F352,poly-hIgG,High,Histidine_15mM,6.026765000000001,5.781608,5.546424,5.320807000000001,4.861053,,,,,,,,,,,,,,,,direct,True
F353,poly-hIgG,Low,Histidine_50mM,2.336560556189678,2.036338822180941,1.7746922020644775,1.5466642278593314,1.146633532865914,,,,,,,,,,,,,,,,,
F354,poly-hIgG,Low,Histidine_75mM,2.0989504834792183,1.8860499623771327,1.6947443441764276,1.522843216994098,1.2066405898350514,,,,,,,,,,,,,,,,,
F355,poly-hIgG,High,Histidine_50mM,8.138458116790522,7.018416426328773,6.052518600757629,5.2195508484068736,3.7818468406996315,,,,,,,,,,,,,,,,,
F356,poly-hIgG,High,Histidine_75mM,4.825640806091086,4.52897571879885,4.250548659895925,3.9892384132575383,3.474783876549455,,,,,,,,,,,,,,,,,
F357,poly-hIgG,Medium,Histidine_25mM,3.8983990000000004,3.464275,3.078495,2.7356760000000007,2.115865,,,direct,True,,,,,,,,,,,,,
F358,poly-hIgG,Medium,Histidine_25mM,4.056436,3.578674,3.1571830000000003,2.785334,2.120553,,,direct,True,,,,,,,,,,,,,
F359,poly-hIgG,Medium,Histidine_25mM,4.207284,3.7599809999999994,3.360234,3.002986,2.351392,,,direct,True,,,,,,,,,,,,,
F360,poly-hIgG,Medium,Histidine_25mM,3.8983990000000004,3.464275,3.078495,2.7356760000000007,2.115865,,,direct,True,"No model for ingredient='tween-80', protein='poly-hIgG', buffer='Histidine_25mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F361,poly-hIgG,Medium,Histidine_25mM,3.8983990000000004,3.464275,3.078495,2.7356760000000007,2.115865,,,direct,True,"No model for ingredient='tween-80', protein='poly-hIgG', buffer='Histidine_25mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F362,poly-hIgG,Medium,Histidine_25mM,4.132832,3.6605040000000004,3.2421585000000004,2.8716239999999997,2.2051269999999996,,,direct,True,,,,,,,,,,,,,
F363,poly-hIgG,Medium,Histidine_25mM,3.4188754328983526,3.1512815039197055,2.904632610081026,2.6772899921578306,2.2421798559653996,,,direct,True,,,,,,,,direct,True,,,,
F364,poly-hIgG,Medium,Histidine_25mM,3.361474246566265,3.09720277053368,2.8537070584013478,2.629355058585448,2.200224751907362,,,direct,True,,,,,,,,direct,True,,,,
F365,poly-hIgG,Medium,Histidine_25mM,3.235928918623022,2.9850058802233708,2.753539654311921,2.54002342093208,2.1308726505841826,,,direct,True,,,,,,,,direct,True,,,,
F366,poly-hIgG,Low,Acetate_20mM,1.734228,1.706705,1.679618,1.652961,1.596407,,,,,,,,,,,,direct,True,,,,
F367,poly-hIgG,Low,Acetate_20mM,2.494352680983927,2.3834771226600866,2.277532243669391,2.176299786768655,1.9712964268504265,,,global_average,True,,,,,,,,direct,True,,,,
F368,poly-hIgG,Low,Acetate_20mM,1.851402,1.834982,1.818707,1.802577,1.767968,,,,,,,,,,,,direct,True,,,,
F369,poly-hIgG,Low,Acetate_20mM,1.6381565,1.620613,1.6032585,1.58609,1.549367,,,,,,,,,,,,,,direct,True,,
F370,poly-hIgG,Low,Acetate_20mM,1.7796159999999999,1.7506054999999998,1.722071,1.694004,1.6345055,,,,,,,,,,,,,,direct,True,,
F371,poly-hIgG,Low,Acetate_20mM,2.272797,2.019683,1.794758,1.594882,1.233515,,,,,,,,,,,,,,direct,True,,
F372,poly-hIgG,High,Acetate_20mM,12.472689499999998,10.419890999999998,8.705037,7.272479499999999,4.917799499999999,,,,,,,,,,,,direct,True,,,,
F373,poly-hIgG,High,Acetate_20mM,8.715386999999998,7.809397,6.997621499999999,6.270259,4.9382090000000005,,,,,,,,,,,,direct,True,,,,
F374,poly-hIgG,High,Acetate_20mM,7.444064000000002,7.063394,6.702190999999999,6.359458,5.672996,,,,,,,,,,,,direct,True,,,,
F375,poly-hIgG,High,Acetate_20mM,11.802891500000003,9.770887499999999,8.088749,6.6962305,4.4390085,,,,,,,,,,,,,,direct,True,,
F376,poly-hIgG,High,Acetate_20mM,8.624631,7.472470500000001,6.4742415,5.6093755,4.1058525,,,,,,,,,,,,,,direct,True,,
